"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"m_ascC",0.888301987884559,0.0707828134595155,12.549684654632,0,0.0765471956782325,11.6046313651848,0
"s_ascC",1.3683368372013,0.0686184387526309,19.9412411893273,0,0.0727196474470974,18.8166043873734,0
"m_ascA",0.264195958228917,0.047015995197086,5.61927822906727,1.91756841516622e-08,0.0485430575366717,5.44250757236152,5.25357266578652e-08
"s_ascA",0.505893718599296,0.0724802071962906,6.97974989543333,2.95696800378664e-12,0.0707230216374945,7.1531688958704,8.47988346208695e-13
"ascB",0,NA,NA,NA,NA,NA,NA
"m_b_TC",-1.681510284809,0.121159649582705,-13.8784677126454,0,0.146005364302696,-11.5167705846952,0
"s_b_TC",1.91841239974296,0.130550896201057,14.6947470723485,0,0.173506705843283,11.0567046410053,0
"g_TC",1,NA,NA,NA,NA,NA,NA
"m_g_TT",-2.07920785346988,0.103884391368712,-20.0146319006698,0,0.104802560872357,-19.8392848052848,0
"s_g_TT",1.37765200862304,0.0402203136501636,34.2526421003541,0,0.0261055110538279,52.7724588797518,0
"m_g_WT",-3.54275942574056,0.222806885329195,-15.9005832360439,0,0.258637355058229,-13.6977871001772,0
"s_g_WT",0.805745790953492,0.109031836002022,7.39000479583369,1.46771483855446e-13,0.143216885788772,5.62605300705864,1.84379709278204e-08
"m_g_IN",-1.48831480730899,0.0817022291254442,-18.216330487432,0,0.0908293831958238,-16.3858297275921,0
"s_g_IN",1.76054959683773,0.0415893353936317,42.3317559700007,0,0.0289670230115365,60.7777194134367,0
"bt_dept_aen",0.161067113163485,0.114626080883817,1.40515240442304,0.159975963786699,0.113728725889465,1.41623949361773,0.156705396396535
"bw_dept_aen",0.120621814402017,0.16946810875968,0.711767041509081,0.476609045056821,0.186715669406776,0.646018702047078,0.518267243642426
"bt_noflexwh",0.0627939425160516,0.0845471837432561,0.742708860731986,0.457657964025687,0.0653267352670676,0.961228848485057,0.33643711421133
"bw_noflexwh",0.144122023261396,0.159367125864444,0.904339728031397,0.365815286942398,0.167499172382679,0.860434241024941,0.389549717701246
"bt_nopriinc",-0.0477095962227471,0.0802018435622913,-0.59486907162791,0.551930992573409,0.0580381495833912,-0.8220385481828,0.411054958039277
"bw_nopriinc",-0.177058575124797,0.182023881930006,-0.972721673922337,0.330691650190174,0.190182617244281,-0.930992420287145,0.351857485011797
"s_TTWT",1.35148084233913,0.0812900507266692,16.6254151677598,0,0.0604841226007952,22.3443902998993,0
