"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"m_ascC",0.895642632328817,0.0714371448608161,12.5374920018687,0,0.0764738842140895,11.7117450163961,0
"s_ascC",1.3991411001347,0.0702624151717522,19.9130800829232,0,0.0741103764681503,18.8791525129548,0
"m_ascA",0.274543993255293,0.0468265461410492,5.86299900121443,4.54580950659533e-09,0.0483630749204809,5.6767274145968,1.37295990132458e-08
"s_ascA",0.496219843173017,0.0720611125307503,6.88609744904045,5.73430192218893e-12,0.0692310310467528,7.1675928506382,7.63389351732258e-13
"ascB",0,NA,NA,NA,NA,NA,NA
"m_b_TC",-1.59229939537787,0.109879341315113,-14.4913445632282,0,0.127732299564745,-12.4659103516003,0
"s_b_TC",1.91739528175306,0.111925482923353,17.1309985150218,0,0.132716481701408,14.4473034333965,0
"g_TC",1,NA,NA,NA,NA,NA,NA
"m_g_TT",-1.5787983184872,0.132968764222511,-11.8734525940635,0,0.117398192292602,-13.4482336367856,0
"s_g_TT",1.25632556895228,0.0583233833672834,21.5406839661674,0,0.0580858680811776,21.6287646281968,0
"m_g_WT",-2.7643340348905,0.166504434335059,-16.6021646566349,0,0.182972989224962,-15.1078803849666,0
"s_g_WT",0.581778301961588,0.0517729022154488,11.2371197492573,0,0.0449755516656606,12.935434484193,0
"m_g_IN",-1.51164352209429,0.0659148193591457,-22.933287791595,0,0.0547917532406998,-27.5888876096672,0
"s_g_IN",1.86219299795425,0.0541963126809951,34.3601419697186,0,0.0450806293290529,41.308052386796,0
"bt_age_60up",-0.274854608902646,0.146515980784645,-1.87593604076976,0.0606640629697572,0.120442220074576,-2.28204535529535,0.0224866626531472
"bw_age_60up",-0.417634672615999,0.238184348518569,-1.75340938736552,0.0795317608170363,0.182148153851515,-2.29282956640038,0.0218578191038927
"bt_race_oth",-0.425491996169782,0.0974455176318191,-4.36646042332526,1.26276155361094e-05,0.0844358447937727,-5.03923419264662,4.67398271197794e-07
"bw_race_oth",-0.242618967177935,0.136354535121757,-1.77932451576539,0.0751865739191349,0.100087615040445,-2.4240658255259,0.0153478232682611
"bt_educ_hsl",-0.0403025755300546,0.114749571111206,-0.351222014511902,0.725421795674017,0.103836824765371,-0.38813374369952,0.697917061702645
"bw_educ_hsl",-0.203513917063184,0.160933246421683,-1.26458591738049,0.206019803902819,0.150720268686675,-1.35027570502982,0.17692756235199
"bt_hh_child",0.149237247706358,0.0229953150933005,6.48989792489678,8.58946247461745e-11,0.0142349319484832,10.4838750368779,0
"bt_inc_0050",-0.122172818299381,0.078940076873646,-1.54766530687492,0.121702899018924,0.066747609963174,-1.83036993184904,0.0671946407169708
"bt_inc_100p",-0.178902022766074,0.0948425698397693,-1.88630509557383,0.0592538530185041,0.0856277839095211,-2.08929876026117,0.0366808379274357
"bw_pt_subur",-0.310303707684048,0.14411850707009,-2.15311491905155,0.0313096480312978,0.12446223568478,-2.49315550196238,0.0126613382273764
"bt_pt_subsu",0.184763466902063,0.122608257572255,1.50694146186018,0.131825662551835,0.119938226327211,1.54048857115827,0.123441306520526
"bt_pt_rural",-0.223845379279419,0.109668716873246,-2.0411051178627,0.0412403798013343,0.0800009655465692,-2.79803347059751,0.00514147844539936
"bw_pt_rural",-0.529434471248064,0.149068858774441,-3.55161014581295,0.000382881700493165,0.0968201797698191,-5.46822441878072,4.54566122520816e-08
"bt_cmode_at",-2.51630733794018,0.604871266994163,-4.16007087002938,3.18148858420297e-05,0.293216117545611,-8.58174973123283,0
"bw_cmode_at",-2.79143944382372,1.54576802276553,-1.80585922513105,0.0709403315881814,0.813706023688215,-3.43052572128101,0.000602412857370949
"bt_sat_work",0.144416957936748,0.0610866915598424,2.36413127391705,0.0180724075043641,0.0577654424143739,2.50005802605629,0.0124172966027893
"bt_sat_comm",-0.207644550835947,0.0420130329192078,-4.94238421766058,7.71729372406327e-07,0.038678017589454,-5.36854171379672,7.93758336836703e-08
"bw_sat_comm",-0.207058264998032,0.0552971586000327,-3.74446481953432,0.000180778704272022,0.0397669226674599,-5.20679627964932,1.92128822407156e-07
"bt_TTPD",-0.00510293369927481,0.00150986305849389,-3.37973279799631,0.000725563314039723,0.00144231486177149,-3.53801644462518,0.000403144949729484
"s_TTWT",1.23901973954128,0.094696328727562,13.0841370113291,0,0.0931772109046691,13.2974546835163,0
