"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"m_ascC",0.879344251326823,0.0702623069190526,12.5151633910895,0,0.0769553234551993,11.4266851446443,0
"s_ascC",1.36020187710358,0.0676407207222766,20.1092162025945,0,0.0707214987501432,19.2332162233881,0
"m_ascA",0.267605811286627,0.0469522183584364,5.69953498775514,1.20134668879501e-08,0.0485143228350768,5.51601662454089,3.46769470915831e-08
"s_ascA",0.511535031674585,0.0734726042938972,6.96225534116632,3.3486546868744e-12,0.0737990118401896,6.93146180307001,4.16511269918374e-12
"ascB",0,NA,NA,NA,NA,NA,NA
"m_b_TC",-1.61253283187068,0.108669160076042,-14.8389187028068,0,0.147229254448904,-10.9525300383173,0
"s_b_TC",1.75844557381368,0.0987491775110527,17.8071921015935,0,0.119828080062008,14.6747371142366,0
"g_TC",1,NA,NA,NA,NA,NA,NA
"m_g_TT",-2.11356117928793,0.14941281950322,-14.1457820441062,0,0.29937195495642,-7.0599838905939,1.66511249233281e-12
"s_g_TT",1.28634400143098,0.0575016568434318,22.3705554247506,0,0.0592776961047559,21.7003035873348,0
"m_g_WT",-3.41508422877173,0.209237882707141,-16.3215388369784,0,0.378901794354237,-9.01311178689997,0
"s_g_WT",0.63186754195727,0.0750187438206533,8.42279555450663,0,0.0936932117315826,6.74400557179616,1.54078971803528e-11
"m_g_IN",-1.52367403332082,0.0931008785839781,-16.3658394689203,0,0.103552350232969,-14.714045889764,0
"s_g_IN",1.80425845757862,0.0491660189332596,36.6972656465802,0,0.0479792072653003,37.6050076776383,0
"bt_sat_work",0.252859887847425,0.0531057053128221,4.76144486468902,1.9221181453144e-06,0.0601343687819432,4.20491464314418,2.61180706255804e-05
"bw_sat_work",0.220022891980926,0.0819631706696268,2.68441167152725,0.00726575793682649,0.087317253226247,2.51981004728615,0.011741818008415
"bt_sat_comm",-0.172663263418094,0.0718223664023641,-2.40403194808143,0.0162153560982263,0.135684010963953,-1.27253949961698,0.203181499015012
"bw_sat_comm",-0.170171222675593,0.081813143176504,-2.07999859275013,0.0375256619460516,0.134004850254875,-1.2698885327802,0.204124338439664
"s_TTWT",1.27261639845072,0.10865301451999,11.7126653510067,0,0.117744909586528,10.8082498251485,0
