"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"m_ascC",0.891586867964229,0.071046124384167,12.5494089324727,0,0.0772164303812023,11.5465952461496,0
"s_ascC",1.3716036074873,0.0684406976774734,20.0407601621914,0,0.0716984817893716,19.1301624979543,0
"m_ascA",0.268865915474203,0.0468626516899572,5.73731758187771,9.61877910654607e-09,0.0482826281184293,5.56858493317139,2.56816439225815e-08
"s_ascA",0.501445925790495,0.0717306403210268,6.99067962514065,2.73558953267639e-12,0.0688340022402878,7.28485791135655,3.21964677141295e-13
"ascB",0,NA,NA,NA,NA,NA,NA
"m_b_TC",-1.64705254206646,0.119569165101008,-13.7748937251095,0,0.145038137595353,-11.355996218468,0
"s_b_TC",1.92614663699026,0.12705760377095,15.159632952488,0,0.1650956631107,11.6668518160815,0
"g_TC",1,NA,NA,NA,NA,NA,NA
"m_g_TT",-1.96451916589491,0.0876027268670379,-22.425319806273,0,0.0825152361643412,-23.8079566539964,0
"s_g_TT",1.30699562275166,0.0383503403377466,34.0804178330913,0,0.0257880919800192,50.6821374673368,0
"m_g_WT",-3.25404117977211,0.149211379014862,-21.8082642306255,0,0.130111929848781,-25.0095528023757,0
"s_g_WT",0.685847400361314,0.0534306167622916,12.83622465772,0,0.0425174665174183,16.1309564406981,0
"m_g_IN",-1.48821195242189,0.0788095625275579,-18.8836469165971,0,0.0797284057869619,-18.66601919018,0
"s_g_IN",1.79178813926927,0.03843608675403,46.6173403847207,0,0.0187114715000551,95.7588043924815,0
"bt_gend_fem",0.0475904376099137,0.0782929618447993,0.607850775964417,0.543286449240359,0.0650636925560218,0.73144384741055,0.464508091167927
"bw_gend_fem",-0.0796675358380469,0.135653219396223,-0.587288205857836,0.557010160842462,0.125004583029549,-0.637316919966167,0.523918431950699
"bt_race_oth",-0.360346989255742,0.113049497289643,-3.18751518489729,0.00143500922825646,0.121452254924254,-2.96698475858253,0.00300735866719037
"bw_race_oth",-0.318209952329985,0.122211439224387,-2.60376568960729,0.00922057695657164,0.0844439656576069,-3.76829711693342,0.000164364995758781
"s_TTWT",1.25198350544252,0.070502347023214,17.7580400980167,0,0.0440001028908133,28.4541040403777,0
