"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"m_ascC",0.891141969096942,0.0709280424538299,12.5640288138084,0,0.0775850132914557,11.4860065274369,0
"s_ascC",1.36738322649392,0.0685668302805672,19.9423426881301,0,0.0724656879475886,18.8693886061345,0
"m_ascA",0.264270727687711,0.0470238205787175,5.61993314101997,1.91031370722072e-08,0.0484937915062219,5.44957858479274,5.04893105102155e-08
"s_ascA",0.50747644864453,0.0722237737699245,7.02644603231538,2.11852757558972e-12,0.0697807688068961,7.27243991892474,3.530509218308e-13
"ascB",0,NA,NA,NA,NA,NA,NA
"m_b_TC",-1.65139910278381,0.118163160336833,-13.9755834058295,0,0.145035064472254,-11.3862058723029,0
"s_b_TC",1.84712581004515,0.148103208866973,12.4718824404693,0,0.249966577479669,7.38949114185229,1.47437617670221e-13
"g_TC",1,NA,NA,NA,NA,NA,NA
"m_g_TT",-2.12272359317873,0.0959063015543248,-22.1333067668795,0,0.0949231480259011,-22.3625494658006,0
"s_g_TT",1.30327800390665,0.0438439317376125,29.7253907725753,0,0.0302123390764779,43.1372758199092,0
"m_g_WT",-3.41442064264362,0.143601291152307,-23.7770887381661,0,0.113470940438632,-30.0907054215368,0
"s_g_WT",0.733570761726335,0.0558859762104663,13.1262046665108,0,0.0408905045513578,17.9398804141676,0
"m_g_IN",-1.47648298977422,0.0773379098094537,-19.0913226567928,0,0.0727979749172731,-20.2819239333523,0
"s_g_IN",1.65313973347991,0.0514311697562073,32.1427597567017,0,0.0447321028450899,36.9564502524024,0
"bt_hh_adult",-0.00822830026837427,0.0439600757540735,-0.18717666262465,0.851522121984378,0.0407258383629746,-0.202041274019663,0.83988445748152
"bw_hh_adult",-0.0303538320935919,0.094702919087613,-0.320516330288726,0.748576953022444,0.110774270120162,-0.274015184759652,0.78407295236492
"bt_hh_child",0.140080549918795,0.0236824540400629,5.91495077671532,3.31974847611605e-09,0.0151857461234368,9.22447595133985,0
"bw_hh_child",0.063918750893141,0.0644172070477636,0.992262065099267,0.321069703297687,0.0560440801156062,1.14050852045909,0.254074504985125
"s_TTWT",1.30769234501536,0.100107021230564,13.0629433274567,0,0.0962695033881973,13.5836614814789,0
