"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"ascC",0.497826242432916,0.0306856921575301,16.2233994878539,0,0.0458060553273291,10.8681317104357,0
"ascA",0.183100661292833,0.0327054068778124,5.59848290458205,2.16235720440494e-08,0.0339211689677562,5.3978287560455,6.74522002697131e-08
"ascB",0,NA,NA,NA,NA,NA,NA
"b_TC",-0.0565076239470999,0.00616966186583032,-9.15894990292067,0,0.01830353332238,-3.08725222348229,0.00202016107457803
"g_TC",1,NA,NA,NA,NA,NA,NA
"g_TT",0.408041238484235,0.0550851451961489,7.40746415446976,1.28785870856518e-13,0.131750974600371,3.09706428906437,0.00195447481664734
"g_WT",-0.114735085972348,0.0307875465902474,-3.72667193977361,0.000194024730574949,0.0515838521617136,-2.22424423853917,0.026132016124891
"g_IN",-0.0686575410099023,0.0213435587751695,-3.2167803754347,0.00129637795687221,0.0289912683399174,-2.36821446391738,0.017874171424304
