"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"m_ascC",0.894060601508892,0.0707203844671601,12.6421909078289,0,0.0764435098563739,11.695703182503,0
"s_ascC",1.36998673879804,0.068028035867245,20.1385608349995,0,0.071162164728602,19.2516169796534,0
"m_ascA",0.268878092412652,0.0469131207955459,5.73140494286154,9.96021620736087e-09,0.0483368940552861,5.56258521917272,2.65807154065101e-08
"s_ascA",0.501678184154621,0.0723163394305804,6.93727293312742,3.99746902246534e-12,0.0697007417833628,7.1976017947397,6.12843109593086e-13
"ascB",0,NA,NA,NA,NA,NA,NA
"m_b_TC",-1.59256566636831,0.109913837151595,-14.4892190795943,0,0.125272558173085,-12.7128054986146,0
"s_b_TC",1.86391328341993,0.114486569065833,16.280628362163,0,0.13915381319165,13.3946259945665,0
"g_TC",1,NA,NA,NA,NA,NA,NA
"m_g_TT",-2.01818385519558,0.085909109343684,-23.4920821623436,0,0.0944587272871519,-21.3657743774205,0
"s_g_TT",1.33571196411379,0.0461848566450595,28.9209940474434,0,0.0321871759031466,41.498265275992,0
"m_g_WT",-3.52714341935009,0.199066590246966,-17.7184097792314,0,0.238849678217376,-14.7672102624315,0
"s_g_WT",0.748889642481553,0.0722308619593293,10.3680009094067,0,0.0804111158224495,9.31326017332139,0
"m_g_IN",-1.51764132868916,0.0928204956263007,-16.3502825367282,0,0.104829157492654,-14.4772825136509,0
"s_g_IN",1.79564073840598,0.0418342789711598,42.9227127266583,0,0.0232597754006661,77.199401433367,0
"bt_cmode_ap",-0.0360088717915575,0.196938436500622,-0.182843290682079,0.854920980092171,0.199469802116446,-0.180522923317166,0.856742059806517
"bw_cmode_ap",0.223025156491839,0.219570039722632,1.01573582977701,0.309755201038852,0.233542835341895,0.954964669180886,0.339595564196969
"bt_cmode_pt",-0.52865641492741,0.186252473530139,-2.83838600855877,0.00453423117150686,0.140110553797507,-3.77313771588858,0.000161207243770445
"bw_cmode_pt",-0.185795762001484,0.248107756778312,-0.748851081538313,0.453946967526806,0.158381983207727,-1.17308647258067,0.240761130629741
"bt_cmode_at",-2.32592305152247,0.442675934278408,-5.25423424093268,1.48641605690614e-07,0.148498583640275,-15.6629308812589,0
"bw_cmode_at",-2.63419420257818,0.779331863338922,-3.38006737116124,0.000724680638863662,0.241835362843171,-10.8925103905769,0
"s_TTWT",1.35114302409088,0.0743319975957138,18.1771386185483,0,0.0428626788967147,31.522598653871,0
